mean,median,std,min,max,q25,q75,skewness,kurtosis
-0.1469270781579746,0.45284998711199664,5.547757744000393,-22.428473578719952,18.332627964265257,-4.185313411848279,4.07882093748931,-0.29340445813274657,-0.5356425832073679
